split,composer,composition_id,perf_id,structure,score_path
train,Franz Schubert,870,3973,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3974,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3975,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3976,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3977,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3978,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3979,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3980,AABBC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3981,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3991,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3993,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,870,3996,AABC,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl"
train,Franz Schubert,871,3982,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3983,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3984,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3985,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3986,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3987,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3988,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3989,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3990,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3992,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3994,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3995,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3997,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,871,3998,AAB,"Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml"
train,Franz Schubert,876,4032,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4033,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4034,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4035,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4036,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4037,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4038,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4039,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4040,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4041,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4042,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4043,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4044,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4045,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4046,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4047,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4048,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4049,ABB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4050,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4051,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,876,4052,AB,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl"
train,Franz Schubert,882,4128,ACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4147,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4148,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4149,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4150,ACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4151,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4152,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4153,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4154,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4155,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4156,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4157,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4158,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4159,ACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4160,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4161,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4162,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,882,4163,ABACD,"Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl"
train,Franz Schubert,884,4178,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4179,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4180,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4181,ABACDEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4182,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4183,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4184,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4185,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4186,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,884,4187,ABACDEEFGFHAC,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml"
train,Franz Schubert,907,3828,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,3829,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,3830,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,3831,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,3832,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,4312,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,4313,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,4314,ABCBDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,4315,ABDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,907,4316,ABDE,"Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl"
train,Franz Schubert,912,4338,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4339,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4340,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4341,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4342,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4343,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4344,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4345,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4346,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4347,ABCDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,912,4348,ABBCDDE,"Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4383,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4384,ABCDEFGHIJKLMNOPPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4385,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4386,ABCDEFGHIJKLMNNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4387,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4388,ABCDEFGHIJKLMNNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4389,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4390,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4391,ABCDEFGHIJKLMNNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,917,4392,ABCDEFGHIJKLMNOPQ,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml"
train,Franz Schubert,920,4397,ABCBDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4399,ABCBDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4417,ABCBDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4418,ABCBDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4419,ABDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4420,ABDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
train,Franz Schubert,920,4421,ABDE,"Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl"
